Article,Date,Heading,NewsType
"ISLAMABAD: Pakistan Electronic Media Regulatory Authority (PEMRA) completed the auction of all three licences for Pakistan’s first Direct to Home Service (DTH) after 15 hours of bidding in the wee hours of Thursday.</strongThe highest bid was raised by Mag Entertainment for Rs 4.91 billion, followed by M/s. Shahzad Sky for Rs 4.90 billion and M/s. Star time for Rs 4.89 billion respectively. A total of 11 companies — Orient Electronics Lahore, Mag Entertainment Lahore, Skyflix Islamabad, Smartimes Communications Islamabad, Sardar Builders Islamabad, Smart Sky Islamabad, Parus Media and Broadcast Islamabad, NayaTel Islamabad, Shahzad Sky, Islamabad, HB DTH Islamabad and IQ Communications Karachi — took part in the bidding process to secure the three licences.“All the three licences were sold for Rs 14.69 billion,” informed Chairman PEMRA Absar Alam, while speaking to the press.PEMRA Chairman congratulated the winning companies and said the initiative was going to be a game-changer for Pakistan’s electronic media industry.“To date, this is the biggest investment in Pakistan’s electronic media history,” he said and added as per the estimates and feasibility studies carried out by PEMRA experts, the overall investment would be $450 million ($150 million each) and could touch $750 million more in the next two years. These estimates did not include the bidding proceeds, he made it clear.The DTH service, he said, was a state-of-the art technology offering new dimensions of distribution system and a wide range of choice to consumers. “The current analogue distribution system is offering a maximum of 80 channels while the DTH would increase the capacity to around 120 and each local DTH licence holder is expected to have at least 500,000 subscribers,” said Absar Alam.Besides lucrative investment, the DTH regime would also make a significant contribution to job generation in the country leading to 15,000 jobs (5,000 by each company) i.e. new direct employment opportunities, he maintained.Absar Alam said the DTH service would not end the cable operators’ business, but would compel them to invest in technology and their distribution systems.However, the media watchdog issued non-exclusive licences for 15 years to the successful bidders after the open outcry bidding.Pakistani DTH services, once launched, will counter the sale of illegal Indian DTH services in Pakistan, which incur a heavy loss to the national exchequer because of transfer of between $200 million to $350 million to India annually on account of subscription fee. Now the legal DTH services will give consumers a choice against the current monopoly of cable operators as well.Pakistan has nearly 25 million electronic media subscribers and between three to five million consumers use Indian DTH illegally. After issuance of licences, subscribers of Indian DTH would have to shift to the local network.Similarly, foreign channels will get landing rights to come under the local regime through a regulatory process and launching of new local satellite channels will be allowed.The DTH licence holders will have to start operations within the year or risk termination of licences. The bidders are required to deposit 15 percent of the bid money at the outset of the bidding as earnest money, followed by 50 percent of the bid money upfront. The remaining amount could be paid immediately or in three yearly instalments at a mark-up rate.Each DTH licence holder is required to pay an annual fee of Rs10 million and contribute two percent of their gross revenue after the first three years of operations.Licenses to the bid winners would be awarded after clearance from the interior ministry and law enforcement agencies.",11/24/2016,Pakistans first DTH licences auctioned for Rs 1469 billi,business
"LONDON: Pakistan has secured an additional $8.5 billion of investment from Beijing as part of the countries' joint energy, transport and infrastructure plan, Planning Minister Ahsan Iqbal said on Wednesday.</strongThat is on top of the $46-billion China-Pakistan Economic Corridor (CPEC) project, which focuses on road building and energy infrastructure to end chronic power shortages in Pakistan and to link China's landlocked north-west with the deep-water port Gwadar on the Arabian Sea.Some $4.5 billion of the additional investment will be spent on upgrading tracks and signaling on Pakistan's main railway line from Karachi to Peshawar and increase the speed on the line to 160 km per hour from the current 60-80 kph, Iqbal told Reuters in an interview.Another $4 billion will go toward an LNG terminal and transmission line, he added.""This has now all been approved, so this is an additional $8.5 billion to the $46 billion we had already, so we are now close to $55 billion,"" Iqbal said.The International Monetary Fund said in June that repayments and profit repatriation from large-scale investments such as CPEC could add to Pakistan's medium- and long-term risks, predicting that the country's gross external financing needs would rise to $15.1 billion in 2018/2019 from $11.4 billion in the current financial year.But Iqbal said those risks would be countered by the economic boost the investment would give to industries such as steel, construction and engineering, pushing future annual growth to above 6 percent.In July the IMF upped its forecast for growth in Pakistan to 5 percent from 4.7 percent in the fiscal year to June 2017, citing China's investment plans.""As the economy grows, our capacity to undertake the responsibilities of repayments also improves, what really matters is that all of that investment is going into productive sectors,"" Iqbal said.Under CPEC, a number of new economic zones will be created along the corridor. Pakistan hopes that some industry will relocate from China, due to cheaper wages and production costs, Iqbal said.""Our preferred mode is joint ventures, because that will give a stake to both Pakistani and Chinese enterprises so now our government is actively promoting business-to-business links,"" he said.",11/24/2016,China to make extra 85 bn investments in Pakistan rail energy,business
"KARACHI: The State Bank of Pakistan announced its monetary policy on Saturday.</strongIt was decided that interest rate for the next two months will be maintained at 5.75 percent.Inflation rates have increased, the State Bank maintained, adding that inflation rate in October this year remained at 4.2 percent. Compared to October 2015, inflation rates showed a 1.6 percent increase.It is expected that inflation rates will increase after October.Crude oil prices will affect inflation rates, the State Bank said.",11/26/2016,State Bank maintains main policy interest rate 575 per,business
"GALLE, Sri Lanka: Rangana Herath became the first Sri Lankan spinner to bowl a hat-trick in Test cricket to put Australia in deep trouble in their match in Galle on Friday.</strongThe left-arm bowler dismissed Adam Voges, Peter Nevill and Mitchell Starc off consecutive deliveries as the visitors struggled to match Sri Lanka´s first innings score of 281 in the second Test.Starc´s dismissal left the visitors teetering at 80 for seven in the morning session of the second day´s play.Herath, 38, is only the second Sri Lankan to take a Test hat-trick after former fast bowler Nuwan Zoysa, who managed the feat with his first three balls in a match against Zimbabwe in 1999.",8/5/2016,Sri Lankas Herath bags Aussie hat tri,sports
"Rio de Janeiro: Rio Olympic spectators might be forgiven for thinking they are hearing things when the boxer Muhammad Ali steps in to the ring.</strongTwo months after the death of the heavyweight legend, his namesake from Britain is tipped to make his own piece of history with gold in Rio.Unlike the original Ali, Britain´s version is a diminutive 20-year-old flyweight who was reportedly bestowed the most famous name in boxing by his boxing-mad father.And he has impressed former world champion Amir Khan, whose exploits at the Athens 2004 Olympics triggered the young Ali´s interest in boxing.Ali, a silver medallist at the Youth World Championships, received a bye in the draw on Thursday.",8/5/2016,Muhammad Ali not that one set for Rio boxing acti,sports
"Rio de Janeiro: Andy Murray came perilously close to ""poking out the eye"" of Britain´s Princess Anne in a botched dress rehearsal for Friday´s Olympic Games opening ceremony where he will carry the country´s flag.</strongTennis star Murray, the defending Olympic champion, will lead out the British team in what he describes as one of the proudest moments of his career.But the 29-year-old admitted that Wednesday night´s photo-call with the daughter of Britain´s Queen Elizabeth, and other members of the team, could have gone a lot better.""I ended up putting the flag in front of Princess Anne´s face,"" said the Wimbledon champion.<br/>""The flag is huge and as soon as I tipped it, it was covering someone´s face.""It has a big, sharp point on top of it and she said something like ´make sure you don´t poke my eye out´.""I hope she was OK. I didn´t mean to do it. I was just following instructions. Last night didn´t go well. I´ll have to try and get more practice in before tomorrow.""",8/5/2016,Murray came close to poking out princesss ey,sports
"Rio de Janeiro: Britain´s Adam Peaty launched his Rio Olympic campaign with a bang, clocking a world record 57.55sec in the heats of the 100m breaststroke on Saturday.Peaty lowered the world mark of 57.92 that he set in London on April 17, 2015.",8/6/2016,Britains Peaty breaks 100m breaststroke world record,sports
"BIRMINGHAM: Jonny Bairstow and Moeen Ali both scored dashing fifties as England wrested the initiative from Pakistan on the fourth day of the third Test at Edgbaston on Saturday.At stumps, England were 414 for five in their second innings, a lead of 311 runs.<br/> Bairstow was 82 not out and Ali 60 not out after they had added an unbroken 132 for the sixth wicket ahead of Sunday´s final day.Pakistan will now have to set a new record for the Birmingham ground if they are to go 2-1 up in the four-match series, as the most any side have made in the fourth innings to win a Test at Edgbaston is South Africa´s 283 for five in 2008.England had been well-placed at 120 without loss overnight. But openers Alastair Cook and Alex Hales both went early on Saturday as Pakistan took two wickets for no runs in nine balls.Joe Root (62) and James Vince (42) stopped the rot during a painstaking stand of 95.Leg-spinner Yasir Shah struck either side of tea to dismiss Root and Gary Ballance. But the pair´s Yorkshire colleague Bairstow, in at 257 for four, scored briskly and he received excellent support from Ali as they overpowered a tiring Pakistan attack featuring just four frontline bowlers.England scored 152 runs in Saturday´s final session, after managing 142 runs in the first two sessions combined.Play resumed Saturday with England captain Cook 64 not out and Hales 50 not out after they had erased a first-innings deficit of 103 with their maiden century stand in 18 innings as a Test-match opening pair. But Pakistan soon removed both batsmen.Left-hander Cook (66) pushed out to first-innings five-wicket hero Sohail Khan and a diving Shah held an excellent catch at point.Mohammad Amir then turned 126 for one into 126 for two when Hales (54) edged a seaming delivery from the left-arm quick and Younis Khan held a difficult low chance at second slip.Root, who made a Test-best 254 in England´s 330-run series-levelling win at Old Trafford, struck two superb fours off Sohail -- a back-foot force followed by a cover-drive.Root, however, had a reprieve on 25 when he edged Rahat Ali only for Mohammad Hafeez to drop the low, two-handed, chance at first slip.It was tough on left-arm paceman Rahat, who bowled superbly in reeling off five straight maidens in a spell of seven overs for just seven runs.After lunch, Root pulled Shah for a boundary that saw him to a 108-ball fifty.<br/> But Shah, bowling into the rough outside leg stump, had his revenge when Root, not for the first time this season, mistimed a sweep and gave a simple catch to Hafeez at short fine leg.Vince, yet to make a fifty in nine Test innings, had been composed in equalling his highest score at this level of 42. But he too fell in familiar fashion when, flirting outside off stump against the new ball, he wastefully guided Amir to second slip Younis.England, 262 for four at tea, lost Ballance (28) on 285 when Shah, bowling round the wicket, had the left-hander well caught by leg slip Asad Shafiq off a genuine glance. But Ali cover-drove Shah for four and, two balls later, he whipped him for another four wide of mid-on.Bairstow clipped Sohail off his pads and swept Shah for two well-struck fours on his way to a 69-ball fifty. Left-hander Ali, to chants of ´Moeen, Moeen Ali´ from a crowd of more than 15,500, followed Bairstow to the landmark in 64 balls. ",8/6/2016,England take 311 run lead against Pakistan at 4th day ,sports
"Rio de Janeiro: Italy´s Carmine Tommasone on Saturday became the first professional in history to step in to an Olympic boxing ring -- and celebrated by teaching his opponent a harsh lesson in Rio.Tommasone, 32, who came into the lightweight bout with a perfect 15-0 record, simply had too much speed, power and guile for Mexico´s Lindolfo Delgado and was deservedly awarded a unanimous points decision by the judges at ringside.The Italian hurt the taller Mexican, 21, in round two with a clumping overhand right that had Delgado smiling and urging the Italian to bring it on -- begrudging recognition that the punch hurt.He continued to bamboozle Delgado in the third and final round, hitting the Mexican around with combinations that Delgado had no reply to.""I am very proud,"" Tommasone said of being the first boxing pro at an Olympics.<br/> ""I was asked by my federation to come to the Olympics and I was very happy to do so -- for me, it´s the most important competition in the world.""The decision to include professionals at the Olympics only came in June and was met with a chorus of disapproval.Only three professionals including Tommasone made it to Rio. ",8/6/2016,Easy win for first boxing pro in Games history,sports
"BULAWAYO: Opener Tom Latham scored his second consecutive century in Zimbabwe as New Zealand´s batsmen dominated the opening day of the second Test at Queens Sports Club on Saturday.Latham´s 105 set New Zealand up for a mammoth total and crushing victory in the first Test, and he bettered that score to give the Black Caps a commanding platform.The 24-year-old recorded his fifth Test century and went on to make 136, before succumbing to what proved to be the final ball of the day as New Zealand closed on 329 for two.Zimbabwe´s bowlers claimed just six wickets in a horribly one-sided first Test, and endured a similarly frustrating day on another docile pitch on Saturday.With the seamers lacking in pace, Latham and Martin Guptill had no trouble seeing off the new ball and went on to construct an opening stand of 169.Guptill was eventually dismissed in the hour before tea when Donald Tiripano snuck a straight delivery through his defences to trap him lbw for 87.But any joy for Zimbabwe was short-lived, as Latham went on to add 160 for the second wicket with Kane Williamson.Latham failed to see out the day when he was caught and bowled by left-arm spinner Sean Williams, but Williamson went to stumps unbeaten on 95, within touching distance of becoming the first New Zealand batsman to score a century against all nine Test nations.The day also saw Zimbabwe´s fans stage a peaceful protest against President Robert Mugabe´s government when they rose as one at the end of the 36th over to sing the national anthem.The number signified the number of years that Mugabe has been in power, and the action was initiated by the #ThisFlag citizen movement that has brought stayaways and public demonstrations across the country over the past six weeks.<br/> Their call to action drew the biggest crowd that Queens had seen during the series. ",8/6/2016,Latham ton helps Black Caps dominate Zimbab,sports
"BIRMINGHAM: Pakistan´s Yasir Shah took the key wicket of Joe Root as England found runs hard to come by on the fourth day of the third Test at Edgbaston on Saturday.At tea, England were 262 for four in their second innings -- a lead of 159 runs -- after losing both Root (62) and James Vince (42).Root´s Yorkshire team-mates Gary Ballance (21 not out) and Jonny Bairstow (two not out) were unbeaten after a session where England managed just 79 runs in 26 overs.With the four-match series all square at 1-1, England resumed on 120 without loss, 17 runs in front.Alastair Cook, the England captain, was 64 not out and Alex Hales 50 not out after they had erased a first-innings deficit of 103 with their maiden century stand in 18 innings as a Test-match opening pair.But Pakistan removed both batsmen inside Saturday´s first five overs during a dramatic burst of two wickets for no runs in nine balls.Left-hander Cook (66) pushed out to Sohail Khan and a diving Shah held an excellent catch at point.Mohammad Amir then turned England´s 126 for one into 126 for two when Hales (54) edged a seaming delivery from the left-arm quick and Younis Khan held a difficult low chance going to his right at second slip.Root, who made a Test-best 254 in England´s 330-run series-levelling win at Old Trafford, countered with two superb fours in four balls off Sohail -- a back-foot force followed by a cover-drive.The latter shot has often proved Vince´s undoing in his brief Test career.But it is also one of the Hampshire batsman´s best strokes and it enabled him to get off the mark with a stylish four off Amir.Root, however, had a reprieve on 25 when he edged Rahat Ali only for Mohammad Hafeez to drop the low, two-handed, chance at first slip.It was tough on left-arm quick Rahat, who reeled off five successive maidens in a probing spell of seven overs costing just seven runs.At lunch, England were 183 for two -- a lead of 80 runs.<br/> After the interval, Root pulled leg-spinner Shah for a boundary that saw him to a 108-ball fifty with his sixth four.Vince followed up with a fine leg glance for four off Shah.Sohail, altering his line, almost got Root to play on.But it was Shah, bowling into the rough outside leg stump, who made the breakthrough.Root, not for the first time this season, mistimed a sweep and gave a simple catch to Hafeez at short fine leg.Root´s exit ended a stand of 95 in 36 overs with Vince that had taken England to 221 for three.Vince, yet to make a fifty in nine Test innings, had been composed in equalling his highest score at this level of 42.But he too fell in familiar fashion when, flirting outside off stump against the new ball, he guided Amir to second slip Younis with the kind of shot usually reserved for coaches giving fielding practice.",8/6/2016,Yasir Shah strikes as England lose R,sports
"BULAWAYO: Hundreds of protestors waved Zimbabwe´s national flag and sang the national anthem during a cricket match against New Zealand on Saturday, in a sign of mounting opposition to President Robert Mugabe.Circumventing laws which forbid political gatherings without police clearance, protestors at the ground in Bulawayo, the country´s second largest city, rose at the 36th over and began singing the national anthem while waving the national flag,which has been turned into a symbol of protest.""I am in complete support of the protest because of the situation in the country,"" activist Mandla Dungeni told AFP.""We need to get the message across that it´s time up, using whatever means available to us. There will be more of these and I am certain they will have the desired impact.""A woman who asked to be identified as Rose said: ""It´s difficult to fend for ourselves let alone send our kids to school. It´s not a secret that this government has failed. That is why you are seeing all these people gathered here are concerned about how things are.""Pastor Evan Mawarire who called for a national strike last month which shut down businesses and schools and paralysed the public transport system was behind the protest, according to a video he posted on Facebook.Police had earlier arrested at least 10 members of the pressure group Women of Zimbabwe Arise (WOZA) who staged a protest outside the venue of the Test match calling on Mugabe to fix the ailing economy or step down.""Mugabe Must Go"" one placard read, and another protestor called for resistance to a government plan to introduce token bank notes to ease cash shortages. The demonstration was dispersed by mounted police.After 36 years of Mugabe´s authoritarian rule, Zimbabwe has seen a rise in opposition protests fuelled by internet activism using the hashtag ""ThisFlag"" - a reference to wearing the national flag in public.On Wednesday hundreds of protestors held a march in the capital calling on 92-year-old Mugabe to step down over worsening economic troubles which have seen banks running short of cash and the government failing to pay its workers on time.Three weeks ago, Zimbabwe´s independence war veterans, who had been loyal allies of Mugabe, issued a strongly-worded statement calling on him to step down.Despite his advanced age, the president has fought back, vowing to crack down on leaders of the protests.The ruling party on Thursday expelled four war veterans suspected to be behind the criticism. ",8/6/2016,Zimbabweans against government and cricket match against New Zealand,sports
"BULAWAYO, Zimbabwe: Opening batsman Tom Latham closed in on his second consecutive century in Zimbabwe as New Zealand made a dominant start to the second Test in Bulawayo on Saturday.Latham was unbeaten on 78 as New Zealand went to tea on the opening day on 206 for one after they won the toss and elected to bat.The left-hander scored 105 in the first Test, which New Zealand won by an innings and 117 runs, and continued that good form on the first day of the second and final Test.With Zimbabwe´s pace-shy seamers failing to threaten on a placid pitch, Latham put on an opening partnership of 169 with Martin Guptill, who made 87.The hosts finally made a breakthrough in the hour before tea, when Donald Tiripano snuck a delivery through Guptill´s defences to trap him lbw.The only other drama on the opening day saw Zimbabwe´s fans stage a peaceful protest against President Robert Mugabe´s government when they rose as one at the end of the 36th over to sing the national anthem.The action was an initiative of the #ThisFlag citizen movement that has brought stayaways and public demonstrations across the country over the past six weeks. <br/> Their call to action brought the biggest crowd that Queens had seen during the series.The Zimbabweans made three changes to their side for the second Test, with wicketkeeper-batsman Peter Moor making his Test debut and opening batsman Tino Mawoyo and offspinner John Nyumbu also brought in.Regis Chakabva, Brian Chari and the injured Hamilton Masakadza were the players to make way.New Zealand announced an unchanged side from the one that won the first Test so easily, as Kane Williamson and Tim Southee earned their 50th Test caps. ",8/6/2016,New Zealand dominate Zimbabwe on 1st day of 2nd T,sports
"BIRMINGHAM: Joe Root led England´s recovery after Pakistan took two early wickets on the fourth day of the third Test at Edgbaston on Saturday.</strongAt lunch, England were 183 for two in their second innings -- a lead of 80 runs -- after losing openers Alastair Cook and Alex Hales.Root dropped on 25 and struggling with a longstanding back problem, was 34 not out, with James Vince 20 not out in an unbroken third-wicket partnership of 57.With the four-match series all square at 1-1, England resumed on 120 without loss, 17 runs in front.Cook, the England captain, was 64 not out and Hales 50 not out after they had erased a first-innings deficit of 103 with their maiden century stand in 18 innings as a Test-match opening pair.But Pakistan removed both batsmen in a dramatic burst of two wickets for no runs in nine balls.Left-hander Cook (66) pushed out to Sohail Khan and a diving Yasir Shah held an excellent catch at point.Sohail had bowled a lacklustre spell Friday after marking his return to Test cricket following a five-year absence with five for 96 in England´s first-innings 297.But, publicly upbraided by Pakistan coach Mickey Arthur after Friday´s stumps, Sohail now whistled a delivery past new batsman Root´s nose.But it was left-arm quick Mohammad Amir who turned England´s 126 for one into 126 for two when Hales (54) edged a seaming delivery and Younis Khan, held a difficult low chance going to his right at second slip.Root, who made a Test-best 254 in England´s 330-run series-levelling win at Old Trafford, countered with two superb boundaries in four balls off Sohail -- a back-foot force followed by a cover-drive.The latter shot has often proved Vince´s undoing in his brief Test career.But it is also one of the Hampshire batsman´s best strokes and it enabled him to get off the mark with a stylish four off Amir.Root, however, had a reprieve on 25 when he edged Rahat Ali only for Mohammad Hafeez to drop the low, two-handed, chance at first slip -- a rare blemish in an otherwise much-improved Pakistan catching effort this match.It was tough luck on left-arm quick Rahat, who reeled off five successive maidens in a probing spell of seven overs costing just seven runs.",8/6/2016,Root holds firm Pakistans double stri,sports
